title,release_year,duration,tconst,averageRating
Paranormal Investigation,2018,93,tt9866700,3.7
The Boy Who Harnessed the Wind,2019,114,tt7533152,7.6
The Last Runway,2018,107,tt7606620,5.9
The Spiderwick Chronicles,2008,97,tt0416236,6.5
Your Son,2018,103,tt7807026,6.1
Quién te cantará,2018,125,tt6485304,6.9
A Second Chance,2015,130,tt5226380,7.0
Beauty and the Bestie,2015,119,tt4842270,4.7
Bride For Rent,2014,110,tt3469386,6.4
Can't Help Falling in Love,2017,120,tt6725484,6.9
Evening Shadows,2018,102,tt6028796,7.2
Four Sisters and a Wedding,2013,125,tt3008034,7.2
It Takes a Man and a Woman,2013,127,tt2816740,6.8
She's Dating the Gangster,2014,113,tt3772640,7.0
The Breakup Playlist,2015,118,tt4628812,6.5
The Mistress,2012,132,tt2389344,6.4
Life of An Outcast,2018,80,tt8372520,6.9
The Photographer Of Mauthausen,2018,110,tt6704776,6.7
Firebrand,2019,117,tt8852536,5.1
Paddleton,2019,89,tt8041276,7.1
Paris Is Us,2019,84,tt7920024,4.6
Shonar Pahar,2018,131,tt8347882,8.1
The Drug King,2018,139,tt6914542,6.2
Transformer,2017,79,tt7935784,7.0
Genius,2018,96,tt7722258,4.9
Genius,2018,96,tt8919194,5.7
Studio 54,2018,99,tt5773986,7.0
Awe,2018,111,tt7797658,7.7
Behind the Curve,2018,96,tt8132700,6.5
Buddies,2012,103,tt1179259,6.5
Candyflip,2017,104,tt5069058,5.1
Neevevaro,2018,132,tt8484586,6.8
Pyaar Ke Side Effects,2006,120,tt0480572,6.8
The Breaker Upperers,2018,82,tt6728096,5.9
Ugly Aur Pagli,2008,115,tt1132606,3.8
Yucatán,2018,130,tt6502956,5.6
High Flying Bird,2019,91,tt8128188,6.2
The Tree of Blood,2018,136,tt6433832,6.4
Await Further Instructions,2018,91,tt4971408,4.9
Manusangada,2017,93,tt7475710,7.8
14 Minutes from Earth,2016,84,tt5626716,5.7
Dear Ex,2018,100,tt8443704,7.3
Velvet Buzzsaw,2019,113,tt7043012,5.7
Hantu Kak Limah,2018,110,tt8757960,5.7
Love Off the Cuff,2017,120,tt5956006,6.5
Virsa,2010,127,tt1636842,5.8
Bhasmasur,2017,74,tt6381074,6.7
High Society,2018,137,tt8865580,5.6
Alt-Right: Age of Rage,2018,106,tt7980006,6.1
Habibie & Ainun,2012,125,tt2589132,7.6
Nathicharami,2018,114,tt9084890,7.2
Rudy Habibie,2016,143,tt5874502,7.5
Polar,2019,119,tt4139588,6.3
Polar,2019,119,tt6032076,7.4
Close,2019,95,tt5316540,5.7
IO,2019,96,tt3256226,4.7
Patria,2019,90,tt9647980,7.2
Soni,2018,97,tt6078866,7.1
Abducted in Plain Sight,2017,90,tt3444312,6.8
Adhugo,2018,105,tt7822454,6.1
Pandigai,2017,125,tt7087944,6.3
Pari,2018,116,tt7329858,6.6
Pari,2018,116,tt7976502,4.0
Revenger,2018,102,tt9426186,5.7
The Doll,2016,106,tt6011480,5.1
The Doll 2,2017,117,tt6409782,5.2
Baazaar,2018,136,tt6514196,6.5
All of You,2017,104,tt7736536,5.6
Solo,2018,91,tt6126006,5.5
Solo,2018,91,tt6699860,5.0
The Last Laugh,2019,99,tt7427356,5.6
GODZILLA The Planet Eater,2018,91,tt8478602,5.0
Next Enti?,2018,117,tt6972212,4.5
Komola Rocket,2018,95,tt8506874,7.4
Nang Nak,1999,101,tt0217680,6.5
And Breathe Normally,2018,102,tt6776106,6.9
Lionheart,2018,95,tt7707314,5.7
Monty Python and the Holy Grail,1975,92,tt0071853,8.2
Back to the 90s,2015,111,tt4556700,6.5
Moshe Kasher: Live in Oakland,2012,61,tt2229301,6.7
Pokémon the Movie: I Choose You!,2017,97,tt6595896,6.3
Taramani,2017,148,tt4328934,7.4
Mexicanos de Bronce,2016,100,tt6877886,6.7
Secrets in the Hot Spring,2018,108,tt8587122,6.0
Black Mirror: Bandersnatch,2018,312,tt9495224,7.1
Life Ki Toh Lag Gayi,2012,109,tt2327389,5.1
When Angels Sleep,2018,96,tt3732280,5.5
Bad Seeds,2018,105,tt6708116,7.3
Bird Box,2018,124,tt2737304,6.6
Struggle: The Life and Lost Art of Szukalski,2018,105,tt9316022,7.9
23:59,2011,78,tt2100376,4.5
Imperfect,2012,95,tt3262084,5.4
Ascharyachakit!,2018,90,tt6531196,5.1
Lilli,2018,85,tt8273258,5.7
Andhadhun,2018,137,tt8108198,8.2
Kill the Messenger,2014,112,tt1216491,6.9
Maps to the Stars,2014,112,tt2172584,6.2
The Theory of Everything,2014,123,tt2980516,7.7
F.R.E.D.I.,2018,90,tt6146590,5.0
Sad Hill Unearthed,2017,83,tt6997426,7.3
Vanjagar Ulagam,2018,145,tt7933564,6.0
ROMA,2018,135,tt6155172,7.7
Dumplin',2018,110,tt4878482,6.5
Mowgli: Legend of the Jungle,2018,105,tt2388771,6.5
The American Meme,2018,98,tt8106160,6.7
Teefa in Trouble,2018,155,tt8043306,7.0
A Beautiful Life,2011,122,tt1934335,6.6
Accident,2009,87,tt1202514,6.6
"Ayotzinapa, el paso de la tortuga",2018,73,tt8219520,7.4
Battle,2018,98,tt6854672,5.9
Blind Detective,2013,130,tt2332707,6.4
Break Up 100,2014,105,tt3898860,5.8
Chal Bhaag,2014,110,tt3542028,3.7
Crossroads: One Two Jaga,2018,81,tt6603812,6.5
Don't Go Breaking My Heart,2011,115,tt1776143,6.5
Don't Go Breaking My Heart 2,2014,113,tt3121474,5.5
Faraar,2015,146,tt4984868,5.2
Helios,2015,118,tt3614922,5.5
Line Walker,2016,109,tt5896962,6.0
Look for a Star,2009,117,tt1312156,5.6
Once a Gangster,2010,95,tt1611840,5.7
Power Paandi,2017,124,tt6734886,7.4
Roll With Me,2017,90,tt5655642,8.2
SDU: Sex Duties Unit,2013,96,tt3044248,5.9
Set Off,2008,96,tt1307008,6.3
A Christmas Prince: The Royal Wedding,2018,93,tt8709036,5.3
El club de los insomnes,2018,82,tt6719840,6.2
Happy as Lazzaro,2018,127,tt6752992,7.5
Manto,2018,114,tt6923462,7.3
Rajma Chawal,2018,119,tt6747420,5.7
The World Is Yours,2018,101,tt6892462,6.3
Time Share,2018,96,tt6444140,5.9
The Christmas Chronicles,2018,104,tt2990140,7.0
The Tribe,2018,91,tt6708044,5.8
Puppy Star Christmas,2018,91,tt8861786,3.7
Sabrina,2018,114,tt7981492,4.1
Target,2018,91,tt8512320,4.0
The Pixar Story,2007,89,tt1059955,7.7
Cam,2018,95,tt8361028,5.9
Nothing to Hide,2018,94,tt7489816,6.8
The Ballad of Buster Scruggs,2018,133,tt6412452,7.3
The Princess Switch,2018,102,tt8954732,6.0
Aalorukkam,2018,122,tt8066304,6.5
Halkaa,2018,111,tt8136908,7.1
May the Devil Take You,2018,111,tt8765496,5.9
Muzaffarnagar Baaqi Hai,2015,136,tt5473696,4.2
Odu Raja Odu,2018,121,tt8731842,6.9
Savita Damodar Paranjpe,2018,119,tt8396120,5.8
The Giant,2017,115,tt5693136,6.6
BuyBust,2018,128,tt5938084,5.7
Loudon Wainwright III: Surviving Twin,2018,92,tt9203030,7.2
"All's Well, End's Well (2009)",2009,99,tt1305854,4.8
Lommbock,2017,106,tt5075584,6.7
Outlaw King,2018,122,tt6679794,6.9
Bucket List,2018,129,tt7886846,5.7
John Leguizamo's Latin History for Morons,2018,90,tt9777830,7.4
Ana e Vitória,2018,116,tt8583378,6.4
The Holiday Calendar,2018,95,tt8262802,5.7
The Other Side of the Wind,2018,122,tt0069049,6.7
Aagey Se Right,2009,117,tt1479667,5.2
Aamir,2008,95,tt1241195,7.6
ABCD: Any Body Can Dance,2013,136,tt2321163,6.3
Asees,2018,123,tt8634328,7.3
Barfi!,2012,144,tt2082197,8.1
Chance Pe Dance,2010,121,tt1392744,4.8
Chup Chup Ke,2006,158,tt0464160,6.9
Dhan Dhana Dhan Goal,2007,157,tt1120897,5.1
Dhoondte Reh Jaoge,2009,124,tt1391544,5.6
Do Dooni Chaar,2010,106,tt1714832,7.5
Edge of Fear,2018,92,tt7149916,4.5
Ghanchakkar,2013,129,tt2246724,5.9
Grandmaster,2012,133,tt2345561,6.9
Hattrick,2007,109,tt0979891,4.3
Heroine,2012,143,tt1949548,5.0
Himmatwala,2013,140,tt2344678,1.7
Husbands in Goa,2012,150,tt2407826,3.9
Jatts in Golmaal,2013,128,tt2805974,6.3
Kai Po Che!,2013,120,tt2213054,7.8
Kalakalappu,2012,154,tt2262126,6.9
Katti Batti,2015,132,tt4467262,4.7
Mumbai Meri Jaan,2008,135,tt1266583,7.7
Mundeyan Ton Bachke Rahin,2014,139,tt3449788,5.3
No One Killed Jessica,2011,131,tt1734110,7.2
Oye Lucky! Lucky Oye!,2008,118,tt1292703,7.7
Raja Natwarlal,2014,131,tt3483712,6.2
Satyagraha,2013,146,tt2275802,5.9
Settai,2013,123,tt2677816,4.5
Sigaram Thodu,2014,141,tt3949626,6.1
The Untold Tales of Armistead Maupin,2017,91,tt6151222,7.6
Vaya,2016,106,tt4996954,7.1
Welcome to Sajjanpur,2008,131,tt1221139,6.9
Yeh Hai Bakrapur,2014,95,tt3524410,3.9
Zokkomon,2011,104,tt1605790,4.1
Gun City,2018,126,tt7104984,6.3
Heneral Luna,2015,118,tt4944352,7.3
Dragon Tiger Gate,2006,94,tt0482930,6.1
Been So Long,2018,100,tt1682886,5.5
Dovlatov,2018,126,tt7763020,6.4
Jefe,2018,90,tt7527538,5.5
Shirkers,2018,97,tt7472352,7.4
W/O Ram,2018,115,tt8190748,6.0
Ronnie Coleman: The King,2018,93,tt7217214,7.0
How to Get Over a Breakup,2018,104,tt8435268,6.1
Illang: The Wolf Brigade,2018,140,tt3967878,5.9
Naa Bangaaru Talli,2013,122,tt2404605,7.4
S Storm,2016,95,tt5998744,5.2
The Night Comes for Us,2018,121,tt6116856,6.9
Mr. Chandramouli,2018,131,tt7486356,5.1
Meghnadbodh Rohoshyo,2017,150,tt6791638,6.2
Sanju,2018,159,tt6452574,7.6
Soorma,2018,131,tt7690638,7.3
Apostle,2018,130,tt6217306,6.3
Feminists: What Were They Thinking?,2018,86,tt5419676,7.0
The Kindergarten Teacher,2018,97,tt6952960,6.7
22 July,2018,144,tt7280898,6.8
Pulang,2018,119,tt8595708,6.7
Seven in Heaven,2018,94,tt4269118,5.3
Malevolent,2018,89,tt2386237,4.8
Private Life,2018,124,tt5536610,7.2
The Black Prince,2017,121,tt3962984,5.8
Monty Python: Live at The Hollywood Bowl,1982,80,tt0084352,7.9
25 Kille,2016,140,tt5743858,6.1
A Witches' Ball,2017,91,tt5814408,5.1
Agyaat,2009,97,tt1415252,3.0
Anjaan,2014,146,tt3563156,5.1
Dev.D,2009,137,tt1327035,7.9
Dil Vil Pyaar Vyaar,2014,145,tt3723864,6.5
Ek Main Aur Ekk Tu,2012,106,tt1703958,5.8
Haani,2013,137,tt3211048,7.7
Happy Go Lucky,2014,129,tt4553434,6.4
Harishchandrachi Factory,2009,99,tt1524539,8.4
Jagga Jasoos,2017,155,tt4129428,6.3
Jatt James Bond,2014,142,tt3732110,6.7
Jodhaa Akbar,2008,214,tt0449994,7.5
Judge Singh LLB,2015,137,tt4678200,7.3
Kaminey,2009,128,tt1274295,7.4
Khido Khundi,2018,151,tt7177642,6.8
Khoobsurat,2014,121,tt3554418,6.4
Kisaan,2009,101,tt1372266,5.5
Kismat Konnection,2008,145,tt1105733,5.3
Kurbaan,2009,147,tt1185442,5.7
Lock,2016,90,tt6103292,6.1
Luv Shuv Tey Chicken Khurana,2012,129,tt2186933,6.6
"Main, Meri Patni Aur Woh",2005,129,tt0485513,7.2
Manje Bistre,2017,136,tt6705612,6.5
Motor Mitraan Di,2016,117,tt6611578,6.3
Mugamoodi,2012,150,tt2367996,5.1
Muran,2011,134,tt2053397,6.3
My Friend Pinto,2011,100,tt1512220,5.3
My Suicide,2009,111,tt0492896,7.0
Naan Sigappu Manithan,2014,147,tt3569788,6.5
Nasha,2013,115,tt3044882,3.2
Naughty Jatts,2013,121,tt2984648,6.2
Needhi Singh,2016,103,tt5026484,6.1
Peace Haven,2016,73,tt4287114,6.4
Phantom,2015,129,tt3469244,5.9
Pizza,2014,102,tt3794302,6.2
Pooja Kiven Aa,2013,122,tt2767806,4.7
Race,2008,155,tt1017456,6.6
Race 2,2013,139,tt1375789,5.3
Sat Shri Akaal England,2017,127,tt7585674,5.2
Thaandavam,2012,156,tt2271641,6.1
Tiger,2016,130,tt5017192,6.5
Udaan,2010,137,tt1639426,8.1
Vettai,2012,156,tt1956697,6.0
Wake Up Sid,2009,132,tt1324059,7.6
We Are Family,2010,119,tt1428459,5.6
What the Jatt!!,2015,140,tt5080254,5.2
Zindagi Kitni Haseen Hay,2016,126,tt5297578,5.5
Big Miracle,2012,107,tt1430615,6.5
Paradise Lost,2018,111,tt8513302,7.0
Animal World,2018,130,tt7946836,6.4
Animal World,2018,130,tt9257932,7.2
Hold the Dark,2018,126,tt5057140,5.6
Two Catalonias,2018,117,tt8893608,6.4
In Darkness,2018,101,tt5164184,5.7
Quincy,2018,124,tt7440432,7.6
The Angel,2018,114,tt5968274,6.7
The Land of Steady Habits,2018,98,tt6485928,6.2
Reversing Roe,2018,100,tt8948614,7.5
The Resistance Banker,2018,123,tt4610378,6.9
Next Gen,2018,106,tt7133686,6.6
Sierra Burgess Is A Loser,2018,106,tt3120280,5.8
The Most Assassinated Woman in the World,2018,102,tt6186696,5.3
PK,2014,146,tt2338151,8.1
The Debt Collector,2018,96,tt7448180,5.8
Carbon,2017,104,tt6183834,6.5
Garbage,2018,109,tt7981260,3.7
Love and Shukla,2017,110,tt7647198,7.3
Once Again,2018,101,tt4232066,6.9
Sparring,2017,94,tt7222552,6.4
The Laws of Thermodynamics,2018,101,tt6053938,6.0
Naam Shabana,2017,141,tt6170954,6.2
Spyder,2017,140,tt6522546,6.3
The After Party,2018,90,tt3960240,5.8
Mersal,2017,162,tt6485666,7.5
Mom,2017,139,tt5690142,7.2
Pad Man,2018,130,tt7218518,7.9
The Motive,2017,114,tt5451244,6.5
Bhavesh Joshi Superhero,2018,150,tt6129302,7.6
For Here or to Go?,2015,105,tt4157510,6.7
The Guernsey Literary and Potato Peel Pie Society,2018,124,tt1289403,7.3
The Package,2018,95,tt7525778,5.6
Perdida,2018,104,tt7841496,5.6
2 States,2014,143,tt2372678,6.9
Baaghi,2016,127,tt4864932,5.3
Like Father,2018,104,tt7170950,6.1
7 Khoon Maaf,2011,148,tt1629376,6.3
Fashion,2008,158,tt0964516,6.9
Fitoor,2016,124,tt4399594,5.4
Fiza,2000,163,tt0248012,6.0
Guzaarish,2010,121,tt1438298,7.4
Haider,2014,154,tt3390572,8.0
Highway,2014,127,tt2980794,7.6
Highway,2014,127,tt4594050,5.8
I Hate Luv Storys,2010,128,tt1667838,5.6
Joker,2012,98,tt1918886,2.4
Mohenjo Daro,2016,168,tt3859980,5.6
Raajneeti,2010,162,tt1291465,7.1
Rowdy Rathore,2012,137,tt2077833,5.8
Tamasha,2015,133,tt3148502,7.3
Tere Naal Love Ho Gaya,2012,127,tt2130242,5.8
Thank You,2011,131,tt1720254,4.7
The Blue Umbrella,2005,90,tt0457802,7.3
Being Napoleon,2018,88,tt8841814,5.4
Invisible,2017,87,tt6596630,6.1
Kath & Kimderella,2012,86,tt1859607,5.3
The Mansion,2017,100,tt7029854,4.6
Extinction,2018,95,tt3201640,5.8
Extinction,2018,95,tt8126440,5.6
The Bleeding Edge,2018,101,tt8106576,7.6
Parmanu: The Story of Pokhran,2018,124,tt6826438,7.6
The Warning,2018,93,tt3711510,5.9
Duck Duck Goose,2018,92,tt4940416,5.7
Father of the Year,2018,95,tt7256866,5.2
Nothing to Lose,2018,133,tt6910020,2.3
GODZILLA City on the Edge of Battle,2018,101,tt8015080,5.8
Going for Gold,2018,88,tt7104578,4.7
How It Ends,2018,113,tt5246700,5.0
Romina,2018,75,tt6090044,2.3
The Legacy of a Whitetail Deer Hunter,2018,83,tt4762824,5.5
White Fang,2018,88,tt5222768,6.9
Anthony Kaun Hai?,2006,122,tt0800981,5.2
Chalte Chalte,2003,166,tt0346723,6.5
Deewana Main Deewana,2013,107,tt2361022,2.5
Duck Butter,2018,94,tt6958014,5.3
I Am Kalam,2010,87,tt1805263,7.9
My Birthday Song,2018,92,tt4335954,5.5
Namastey London,2007,130,tt0795434,7.1
Tum Milo Toh Sahi,2010,128,tt1442583,5.6
What We Started,2017,96,tt6191876,7.1
Zoo,2018,94,tt6149820,5.6
Zoo,2018,94,tt7624934,5.5
The Maus,2017,90,tt5586362,4.7
Calibre,2018,101,tt6218358,6.8
Recovery Boys,2018,90,tt8167872,6.7
TAU,2018,98,tt4357394,5.8
"To Each, Her Own",2018,95,tt6290418,5.4
Brain on Fire,2016,89,tt3704700,6.6
Us and Them,2018,119,tt8033592,7.4
Lust Stories,2018,121,tt8439854,6.4
Set It Up,2018,106,tt5304992,6.5
The last hour,2017,119,tt7370000,6.3
Alex Strangelove,2018,100,tt5688996,6.3
B.A. Pass 2,2017,126,tt8581230,2.2
Bad Genius,2017,130,tt6788942,7.6
Pedal the World,2015,85,tt6020164,5.0
Sara's Notebook,2018,117,tt6599742,5.9
Ibiza,2018,94,tt3685236,5.2
Food on the Go,2017,66,tt7321504,6.2
Aiyaary,2018,158,tt6774212,5.3
The Kissing Booth,2018,105,tt3799232,5.9
Family Blood,2018,92,tt7895904,4.2
Pup Star: World Tour,2018,87,tt7322864,3.9
Anon,2018,100,tt5397194,6.1
Forgive Us Our Debts,2018,105,tt6679412,6.2
Lo más sencillo es complicarlo todo,2018,94,tt5507934,3.8
Manhunt,2017,109,tt4537986,5.2
Jailbreak,2017,92,tt5741304,5.4
Ajji,2017,105,tt6471054,7.0
CIA: Comrade in America,2017,130,tt5925772,6.4
Coffee for All,2017,69,tt6721132,5.6
Darc,2018,98,tt4594836,5.8
Despido Procedente,2017,90,tt6580972,5.0
Sometimes,2016,101,tt5877882,7.2
The Clapper,2017,90,tt5461956,5.1
Toc Toc,2017,96,tt6060156,6.8
Running Shaadi,2017,115,tt6296236,6.5
The Price of Success,2017,92,tt6194540,5.7
Candy Jar,2018,93,tt6744044,5.8
Holy Goalie,2017,95,tt6197484,5.3
The Rachel Divide,2018,105,tt8106570,6.3
The Week Of,2018,117,tt6821012,5.2
Bill Nye: Science Guy,2017,97,tt4853154,6.6
Dude,2018,97,tt3458510,5.1
Mercury 13,2018,79,tt8139850,6.9
Beyond Skyline,2017,107,tt1724970,5.3
Come Sunday,2018,105,tt1690967,6.0
I Am not an Easy Man,2018,99,tt6857988,6.3
6 Balloons,2018,75,tt6142496,5.9
Amateur,2018,96,tt5580392,5.9
Sun Dogs,2017,94,tt5665452,6.3
Ittefaq,2017,105,tt6692354,7.2
A Sort of Family,2017,96,tt6386168,6.3
Billu,2009,132,tt1230448,6.3
Main Hoon Na,2004,171,tt0347473,7.0
Metro,2016,116,tt5833302,7.1
Om Shanti Om,2007,169,tt1024943,6.7
Paheli,2005,134,tt0451850,6.3
Phir Bhi Dil Hai Hindustani,2000,159,tt0222270,6.1
Revolt,2017,87,tt3722614,5.3
First Match,2018,103,tt6061074,6.4
Happy Anniversary,2018,78,tt6423886,5.7
The Titan,2018,97,tt4986098,4.8
Trailer Park Boys: Countdown to Liquor Day,2009,102,tt1337032,7.3
Trailer Park Boys: The Movie,2006,95,tt0425601,7.1
Birdshot,2016,115,tt6135042,6.6
"Game Over, Man!",2018,102,tt3317234,5.4
Layla M.,2016,99,tt5712152,6.6
Paradox,2018,74,tt7949046,3.9
Secret Superstar,2017,150,tt6108090,7.8
Benji,2018,87,tt1799516,6.3
Take Your Pills,2018,88,tt7983844,6.3
The Outsider,2018,121,tt10289896,7.9
The Outsider,2018,121,tt2011311,6.2
The Outsider,2018,121,tt6127136,4.8
The Outsider,2018,121,tt7767582,7.1
Bullet Head,2017,94,tt6204340,5.4
Expedition China,2017,78,tt8064392,6.7
Ravenous,2017,104,tt6243140,5.8
Battle Drone,2018,94,tt2936390,5.1
Dil Se,1998,166,tt0164538,7.5
Guru,2007,155,tt0499375,7.7
Judwaa 2,2017,145,tt5456546,3.6
Shubh Aarambh,2017,127,tt6949882,6.7
Something Huge,2017,87,tt5674698,4.4
Swades,2004,185,tt0367110,8.2
Swearnet Live,2014,75,tt3599642,5.4
Yuva,2004,160,tt0382383,7.3
Veronica,2017,105,tt3183402,5.8
Mute,2018,127,tt1464763,5.4
Forgotten,2017,109,tt11649910,8.0
Forgotten,2017,109,tt7057496,7.4
FullMetal Alchemist,2017,134,tt5607028,5.3
Irreplaceable You,2018,96,tt6119856,6.4
Love Per Square Foot,2018,133,tt7853242,7.2
Seeing Allred,2018,96,tt7689924,7.2
When We First Met,2018,97,tt5783956,6.4
The Cloverfield Paradox,2018,102,tt2548396,5.5
On Body and Soul,2017,116,tt5607714,7.5
The Bros,2017,102,tt7967580,6.0
Liberated: The New Sexual Revolution,2017,86,tt6710214,5.9
Newness,2017,117,tt6408226,6.3
Expedition Happiness,2017,96,tt6688136,5.9
Holy Camp!,2017,108,tt5176252,6.2
A Futile and Stupid Gesture,2018,102,tt5566790,6.7
Acts of Vengeance,2017,87,tt6288694,5.7
Step Sisters,2018,108,tt5267472,5.4
The Open House,2018,95,tt7608028,3.3
Bad Day for the Cut,2017,99,tt5653514,6.5
Pyar Ke Do Pal,1986,153,tt0358053,6.1
Rip Tide,2017,87,tt6262764,5.5
Milada,2017,124,tt4554212,6.3
The Reservoir Game,2017,100,tt7867724,6.1
The House Next Door,2017,135,tt7471004,6.7
Before I Wake,2016,97,tt3174376,6.2
Mustang Island,2017,86,tt6589292,6.2
Fun Mom Dinner,2017,82,tt5829040,5.3
The Climb,2017,105,tt5157682,6.9
The Climb,2017,105,tt6192466,8.0
Mr. Roosevelt,2017,91,tt6212496,6.2
Creep 2,2017,80,tt3654796,6.4
Bright,2017,118,tt5519340,6.3
Desire,2017,94,tt7308086,4.0
Jeremiah Tower: The Last Magnificent,2016,103,tt5163286,6.6
Christmas Inheritance,2017,105,tt7608534,5.7
Muramba,2017,128,tt7155460,8.1
Pottersville,2017,86,tt3672120,5.4
Seoul Searching,2015,109,tt2566644,7.0
El Camino Christmas,2017,89,tt3255590,5.7
Jab Harry Met Sejal,2017,142,tt5997666,5.0
Temple,2017,78,tt4898730,3.6
Monster Island,2017,81,tt6269658,4.7
My Happy Family,2017,119,tt5791536,7.4
The Worthy,2016,99,tt4943218,5.1
Voyeur,2017,96,tt7588790,6.1
Poster Boys,2017,128,tt6352548,5.4
Cuba and the Cameraman,2017,114,tt7320560,8.3
Saving Capitalism,2017,73,tt6185286,6.8
A Christmas Prince,2017,92,tt7608418,5.8
Mudbound,2017,135,tt2396589,7.4
Bon Cop Bad Cop 2,2017,126,tt4738174,6.6
The Killer,2017,100,tt5379294,6.0
The Journey Is the Destination,2016,123,tt3292080,6.3
Let It Fall: Los Angeles 1982-1992,2017,144,tt6379314,7.8
Mubarakan,2017,153,tt6272828,5.6
Hajwala: The Missing Engine,2016,97,tt6200274,2.0
The Bittersweet,2017,98,tt8411990,5.1
SPF-18,2017,75,tt7296862,3.3
Pup Star: Better 2Gether,2017,93,tt6357074,4.3
Joan Didion: The Center Will Not Hold,2017,98,tt7253506,7.5
Strange Weather,2016,91,tt5205210,6.0
The Hateful Eight,2015,168,tt3460252,7.8
1922,2017,103,tt6214928,6.2
One of Us,2017,95,tt7214842,7.0
Wheelman,2017,82,tt5723286,6.4
Wedding Unplanned,2017,94,tt6009140,6.1
Baadshaho,2017,135,tt4906960,4.9
Lucknow Central,2017,144,tt5697870,6.2
Belief: The Possession of Janet Moses,2015,90,tt4930242,5.7
Singapore,1960,158,tt0268639,6.5
Blessed Benefit,2016,83,tt5161784,6.6
Clair Obscur,2016,102,tt4373956,6.5
Kingdom of Us,2017,110,tt7321274,6.9
The Babysitter,2017,85,tt4225622,6.3
Barakah Meets Barakah,2016,88,tt5435084,6.3
Bomb Scared,2017,89,tt6895746,5.7
The Death and Life of Marsha P. Johnson,2017,106,tt5233558,7.2
26 Years,2012,135,tt2551894,6.3
Franca: Chaos and Creation,2016,79,tt5317286,7.5
Generation Iron 2,2017,107,tt6263642,6.1
Verónica,2017,81,tt5862312,6.2
Gerald's Game,2017,103,tt3748172,6.5
Our Souls at Night,2017,103,tt5034266,6.9
Out of Thin Air,2017,85,tt6330514,6.3
Much Loved,2015,104,tt4685750,6.2
Swearnet: The Movie,2014,112,tt2380564,6.0
The Bar,2017,102,tt5121816,6.3
Gaga: Five Foot Two,2017,101,tt7291268,7.0
The Bad Batch,2016,119,tt4334266,5.2
First They Killed My Father,2017,137,tt4882376,7.1
Strong Island,2017,108,tt5873150,6.4
Ghost of the Mountains,2017,78,tt7332500,7.0
#realityhigh,2017,99,tt6119504,5.1
Carrie Pilby,2016,98,tt2989524,6.6
Aakhri Adaalat,1988,148,tt0177505,5.4
Berserk: The Golden Age Arc II - The Battle for Doldrey,2012,92,tt2358911,7.7
Berserk: The Golden Age Arc III - The Advent,2013,107,tt2358913,7.8
Brother's Shadow,2006,90,tt0468458,6.1
Ek Jaan Hain Hum,1983,151,tt0379272,6.3
Khoon Khoon,1973,132,tt0230412,5.2
Little Evil,2017,95,tt2937366,5.7
Manoranjan,1974,162,tt0071811,6.5
Mujrim,1989,163,tt0097926,5.4
Rocco,2016,103,tt5788462,5.7
The Distinguished Citizen,2016,113,tt4562518,7.5
The Last Shaman,2016,83,tt3511124,6.6
The Lost Brother,2017,113,tt6522634,6.5
Todo Sobre El Asado,2016,86,tt6079360,6.5
Buster's Mal Heart,2016,98,tt5173032,6.1
Berlin Syndrome,2017,116,tt3335606,6.2
Death Note,2017,100,tt1241317,4.5
Undefeated,2011,113,tt1860355,7.7
What Happened to Monday,2017,124,tt1536537,6.8
The Outcasts,2017,94,tt2597760,5.4
Naked,2017,97,tt6048930,5.4
Demonic,2015,83,tt1841642,5.3
Enter the Warriors Gate,2016,105,tt4652532,5.4
Icarus,2017,121,tt6333060,7.9
The Invisible Guardian,2017,129,tt4924942,6.4
Handsome Devil,2016,95,tt5016946,7.0
Jessica Darling's It List,2016,80,tt5213744,5.4
Opening Night,2016,84,tt3096948,7.0
Opening Night,2016,84,tt4156972,6.0
Raising the Bar,2016,97,tt5274066,5.5
The Blind Christ,2016,86,tt4778424,5.8
The Incredible Jessica James,2017,84,tt5990342,6.5
I Called Him Morgan,2016,91,tt4170344,7.3
Uncertain Glory,2017,116,tt5304874,6.1
Amar,2017,104,tt5479616,5.1
Chasing Coral,2017,89,tt6333054,8.1
To the Bone,2017,108,tt5541240,6.8
Take Me,2017,84,tt6598626,6.1
10 jours en or,2012,97,tt1729630,6.0
A 2nd Chance,2011,95,tt2150139,4.7
Amrapali,1966,116,tt0060104,6.7
Lal Patthar,1971,153,tt0237395,6.1
Liar's Dice,2013,104,tt2343621,6.7
Professor,1962,163,tt0056379,6.9
The Invisible Guest,2016,106,tt4857264,8.0
Yaar Gaddar,1994,148,tt0111780,3.6
Okja,2017,121,tt3967856,7.3
I Am Michael,2015,102,tt3713030,5.6
Nobody Speak: Trials of the Free Press,2017,96,tt6333064,6.5
You Get Me,2017,89,tt5539054,4.7
Dangal,2016,161,tt5074352,8.3
Counterpunch,2017,91,tt7022034,6.7
What the Health,2017,92,tt5541848,7.2
The Russian Revolution,2017,47,tt7094352,6.5
Shimmer Lake,2017,87,tt1386691,6.3
Headshot,2016,119,tt5147214,6.3
1898: Our Last Men in the Philippines,2016,130,tt5698568,6.5
Lucid Dream,2017,102,tt6830780,6.1
Catfight,2016,96,tt5294198,5.9
Little Boxes,2016,89,tt5030402,5.9
Love.com,2017,92,tt5635808,5.8
Oh Darling Yeh Hai India,1995,154,tt0114031,4.0
